brand;model;body;year;mileage;fuel;seller;transmission;city;color;price
mitsubishi;montero-sport-2015;suv;2017;70,000 KM;diesel;individual;automatic;Manila;black;1350000
honda;city;sedan;2013;57,500 KM;gasoline;individual;automatic;Bacoor;white;380000
honda;cr-v;suv;2013;89,800 KM;diesel;individual;automatic;Las Pinas;blue;580000
toyota;wigo;hatchback;2016;40,000 KM;gasoline;individual;automatic;Paranaque;blue;345000
toyota;fortuner;suv;2016;20,000 KM;diesel;individual;automatic;Manila;burgundy;1345000
ford;fiesta;hatchback;2014;42,000 KM;gasoline;individual;automatic;Quezon City;purple;350000
ford;fiesta;hatchback;2011;80,500 KM;gasoline;individual;automatic;Las Pinas;white;250000
ford;fiesta;hatchback;2011;80,000 KM;gasoline;individual;automatic;Las Pinas;white;250000
mercedes-benz;e-class-coupe;coupe;2019;90,000 KM;gasoline;individual;automatic;Makati;white;399000
nissan;gt-r;coupe;2018;12,000 KM;gasoline;individual;automatic;Quezon City;white;6988000
chevrolet;captiva;crossover;2007;229,962 KM;diesel;individual;automatic;Cebu City;gold;300000
ford;escape;suv;2019;18,000 KM;gasoline;individual;automatic;Las Pinas;red;500000
audi;q3;suv;2019;40,000 KM;diesel;individual;automatic;Makati;silver;1420000
honda;city;sedan;2015;58,000 KM;gasoline;individual;automatic;Imus;grey;492000
nissan;sentra;sedan;2008;100,000 KM;gasoline;individual;automatic;Manila;silver;200000
ford;explorer;suv;2015;42,000 KM;gasoline;individual;automatic;Quezon City;black;1458000
chrysler;town-a-country;van;2010;41,000 KM;diesel;individual;automatic;Quezon City;white;988000
honda;city;sedan;2018;13,000 KM;gasoline;individual;cvt;Taguig;white;620000
nissan;juke;crossover;2019;10,300 KM;gasoline;individual;cvt;Balanga;grey;925000
toyota;corolla-altis-2015;sedan;2019;39,200 KM;gasoline;individual;cvt;Antipolo;grey;569000
subaru;forester;suv;2007;118,000 KM;gasoline;individual;cvt;Taguig;blue;287000
hyundai;elantra;sedan;2018;14,500 KM;gasoline;individual;maunal;Quezon City;white;600000
foton;view-traveller;van;2017;39,000 KM;diesel;individual;maunal;Muntinlupa;silver;1100000
toyota;wigo;hatchback;2018;7,000 KM;gasoline;individual;n/a;Manila;red;475000
toyota;innova-2009-2014;mpv;2013;95,000 KM;diesel;individual;n/a;Bacoor;metallic_light_brown;580000
toyota;innova-2015-2017;mpv;2015;27,000 KM;diesel;individual;n/a;Imus;grey;720000
toyota;corolla-1994-1999;sedan;2019;145,000 KM;gasoline;individual;n/a;Batangas City;blue;80000
haima;fstar-pc;van;2018;22,010 KM;gasoline;individual;maunal;Angeles;white;300000
haima;fstar-pc;van;2018;22,010 KM;gasoline;individual;maunal;Angeles;white;400000
hyundai;elantra;sedan;2019;5,000 KM;gasoline;individual;maunal;Santa Rosa;red;535000
hyundai;eon;hatchback;2019;57,000 KM;gasoline;individual;maunal;Bacoor;silver;250000
toyota;camry-2004-2009;sedan;2019;100,000 KM;gasoline;individual;n/a;Manila;silver;268000
toyota;wigo;hatchback;2019;5,000 KM;gasoline;individual;n/a;Quezon City;silver;558000
toyota;hilux-2015;pickup-trucks;2012;120,000 KM;diesel;individual;manual;Davao City;Silver / Grey;850000
hyundai;grand-starex;minivans;2012;90,000 KM;diesel;individual;manual;Bacoor;White;810000
toyota;corolla-altis;sedan;2008;90,000 KM;gasoline;individual;manual;Pasay;n/a;295000
subaru;impreza;sedan;2010;54,000 KM;gasoline;individual;cvt;Cebu City;Black;375000
honda;civic-2015;sedan;1997;140,000 KM;gasoline;individual;manual;Quezon City;Purple / Pink;150000
toyota;corolla-altis-2006-2010;sedan;2006;70,000 KM;gasoline;dealer;n/a;Las Pinas;Black;250000
subaru;xv;crossover;2014;n/a;gasoline;dealer;n/a;Quezon City;n/a;568000
hyundai;tucson-2005-2015;suv;2013;n/a;gasoline;dealer;n/a;Quezon City;n/a;468000
subaru;xv;crossover;2013;60,000 KM;gasoline;dealer;n/a;Manila;Silver / Grey;588000
honda;city;sedan;2014;62,000 KM;gasoline;dealer;n/a;Manila;Silver / Grey;498000
subaru;xv;crossover;2013;62,000 KM;gasoline;dealer;n/a;Manila;Silver / Grey;588000
ford;ranger-2010-2015;pickup-trucks;2014;65,000 KM;diesel;dealer;n/a;Manila;White;858000
ford;explorer;suv;2014;19,000 KM;gasoline;dealer;n/a;Pasig;Black;1350000
ford;expedition-2011-2017;suv;2011;50,000 KM;gasoline;dealer;n/a;Pasig;Blue;1150000
ford;expedition-2011-2017;suv;2013;30,243 KM;gasoline;dealer;n/a;Pasig;n/a;1500000
nissan;np300-navara;pickup-trucks;2016;40,000 KM;diesel;dealer;maunal;Pasig;White;998000
toyota;innova-2009-2014;mpv;2009;97,000 KM;diesel;dealer;n/a;Makati;n/a;470000
toyota;corolla-altis-2001-2005;sedan;2005;209,612 KM;gasoline;dealer;n/a;Makati;Silver / Grey;200000
ford;ranger-2010-2015;pickup-trucks;2013;48,683 KM;diesel;dealer;n/a;Imus;Black;1258000
toyota;vios;sedan;2014;66,000 KM;gasoline;individual;manual;Cainta;Silver / Grey;380000
hyundai;h-100;pickup-trucks;2014;99,000 KM;diesel;individual;manual;Taguig;Yellow;550000
bmw;3-series-sedan;sedan;2008;85,000 KM;gasoline;individual;manual;Bacoor;Black;650000
toyota;innova;mpv;2008;70,000 KM;gasoline;individual;manual;Talisay city;Beige;465000
toyota;fortuner-2015;suv;2014;53,900 KM;diesel;individual;automatic;Makati;Silver / Grey;900000
kia;carnival;van;2014;40,200 KM;diesel;individual;automatic;Taguig;White;760000
ford;focus-2015;hatchback;2011;43,000 KM;gasoline;individual;automatic;Olongapo;Silver / Grey;280000
mitsubishi;lancer-2015;sedan;2010;115,000 KM;gasoline;individual;manual;Quezon City;Black;210000
ford;ecosport-2013-2017;crossover;2014;74,000 KM;gasoline;individual;maunal;Cagayan de Oro;Blue;480000
mitsubishi;strada;pickup-trucks;2014;32,000 KM;diesel;individual;maunal;Pasig;Silver / Grey;650000
hyundai;grand-starex;minivans;2008;65,000 KM;diesel;individual;manual;Las Pinas;Silver / Grey;525000
toyota;avanza;mpv;2013;56,000 KM;gasoline;individual;manual;Quezon City;Blue;420000
toyota;innova;mpv;2010;95,000 KM;gasoline;individual;manual;Quezon;Black;580000
kia;carens;muv;2012;130,000 KM;diesel;individual;automatic;Antipolo;n/a;387000
subaru;forester-2015;suv;2014;40,000 KM;gasoline;individual;automatic;Quezon City;Black;780000
honda;city;sedan;2014;53,000 KM;gasoline;individual;maunal;Lipa;Silver / Grey;450000
subaru;xv;crossover;2013;60,700 KM;gasoline;individual;n/a;Mandaluyong;White;650000
toyota;86-2015;coupe;2013;34,000 KM;gasoline;individual;manual;Cebu City;White;1150000
mitsubishi;adventure;mpv;2008;106,534 KM;diesel;individual;manual;Quezon City;Black;350000
toyota;corolla-altis;sedan;2011;6,000 KM;gasoline;individual;manual;Cainta;Silver / Grey;340000
honda;civic-2015;sedan;2009;115,000 KM;gasoline;individual;manual;Naga;Black;319000
toyota;vios;sedan;2016;13,000 KM;gasoline;individual;manual;Manila;Red;410000
mitsubishi;montero-sport-2015;suv;2014;44,000 KM;diesel;individual;manual;Makati;Blue;790000
ford;fiesta;hatchback;2013;85,000 KM;gasoline;individual;manual;Manila;Silver / Grey;300000
ford;explorer;suv;2013;38,000 KM;gasoline;individual;automatic;Makati;Red;899999
kia;sorento;suv;2014;52,400 KM;diesel;individual;automatic;Pasig;Silver / Grey;698000
toyota;fortuner-2015;suv;2012;134,000 KM;diesel;individual;automatic;Imus;n/a;780000
hyundai;santa-fe-2016-2018;suv;2008;97,000 KM;diesel;individual;automatic;Olongapo;Brown;410000
nissan;xtrail;crossover;2005;112,999 KM;gasoline;individual;cvt;Pasig;Green;195000
honda;cr-v;crossover;2013;53,000 KM;gasoline;individual;cvt;Las Pinas;n/a;660000
hyundai;tucson;crossover;2012;66,500 KM;gasoline;individual;maunal;Zamboanga;Silver / Grey;550000
toyota;corolla-altis;sedan;2014;36,700 KM;gasoline;individual;manual;Makati;Silver / Grey;550000
toyota;vios;sedan;2014;41,000 KM;gasoline;individual;manual;Cainta;Red;350000
chevrolet;spin;muv;2015;50,000 KM;diesel;individual;manual;Valenzuela;Silver / Grey;550000
mitsubishi;lancer-2015;sedan;2005;270,000 KM;gasoline;individual;manual;Makati;Black;210000
chevrolet;sonic;sedan;2014;58,000 KM;gasoline;individual;manual;Taguig;Orange;300000
bmw;5-series-sedan-2010-2016;sedan;2014;40,000 KM;diesel;individual;manual;Makati;Silver / Grey;1650000
chevrolet;camaro;coupe;1970;20,000 KM;gasoline;individual;automatic;Muntinlupa;Green;7500000
ford;everest;suv;2009;158,000 KM;diesel;individual;automatic;Quezon City;Black;418000
chevrolet;cruze;sedan;2010;97,000 KM;gasoline;individual;maunal;Quezon;Silver / Grey;270000
toyota;vios;sedan;2006;169,000 KM;gasoline;individual;manual;San Juan;Red;215000
toyota;vios;sedan;2010;85,000 KM;gasoline;individual;manual;Talisay city;Beige;315000
toyota;vios;sedan;2012;110,000 KM;gasoline;individual;manual;San fernando;black;320000
hyundai;accent;sedan;2015;35,000 KM;gasoline;individual;cvt;Paranaque;metallic_brown;410000
mitsubishi;l300-1987-1999;van;2019;100,000 KM;gasoline;individual;manual;Quezon City;white;190000
porsche;cayman;coupe;2012;1 KM;gasoline;dealer;automatic;Pasig;Red;4500000
land-rover;range-rover;suv;2010;1 KM;diesel;dealer;automatic;Pasig;Silver / Grey;3880000
land-rover;range-rover;suv;2012;1 KM;diesel;dealer;automatic;Pasig;Black;4500000
land-rover;range-rover;suv;2005;1 KM;gasoline;dealer;automatic;Pasig;Black;1688000
mitsubishi;montero-sport-2015;suv;2009;90,000 KM;diesel;dealer;automatic;Las Pinas;Silver / Grey;570000
porsche;n/a;coupe;1999;1 KM;gasoline;dealer;automatic;Pasig;Black;2900000
lexus;lx;suv;2000;120,000 KM;gasoline;dealer;automatic;Muntinlupa;Silver / Grey;970000
hyundai;kona;crossover;2019;8,000 KM;gasoline;dealer;automatic;Quezon City;Red;928000
mazda;cx-9;suv;2011;50,000 KM;gasoline;dealer;automatic;Bacoor;Black;538000
toyota;sienna;van;2013;22,000 KM;gasoline;dealer;automatic;Quezon City;n/a;2780000
honda;cr-v;suv;2010;71,674 KM;gasoline;dealer;automatic;Marikina;n/a;468000
toyota;fortuner;suv;2019;8,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;1438000
chevrolet;trailblazer;suv;2017;37,000 KM;diesel;dealer;automatic;Quezon City;White;1088000
toyota;fortuner;suv;2017;7,000 KM;diesel;dealer;automatic;Quezon City;White;1468000
kia;picanto;hatchback;2017;23,000 KM;gasoline;dealer;automatic;Quezon City;Blue;378000
hyundai;grand-starex;van;2008;85,016 KM;diesel;dealer;automatic;Quezon City;n/a;588000
bmw;3-series-sedan;sedan;2011;54,000 KM;gasoline;dealer;automatic;Quezon City;Blue;778000
isuzu;crosswind;suv;2010;72,000 KM;diesel;dealer;automatic;Quezon City;Gold;498000
mazda;3-sedan;sedan;2007;39,000 KM;gasoline;dealer;automatic;Manila;Blue;298000
honda;city;sedan;2013;75,000 KM;gasoline;dealer;automatic;Marikina;Brown;395000
toyota;fortuner-2015;suv;2007;80,000 KM;diesel;dealer;automatic;Pasig;Black;628000
mazda;cx-9;suv;2011;50,000 KM;gasoline;dealer;automatic;Bacoor;Black;538000
mitsubishi;montero-sport-2015;suv;2010;80,000 KM;diesel;dealer;automatic;Bacoor;Black;598000
chevrolet;cruze;sedan;2013;30,000 KM;gasoline;dealer;automatic;Bacoor;Blue;298000
nissan;sentra;sedan;2013;50,000 KM;gasoline;dealer;automatic;Bacoor;Black;238000
honda;cr-v;suv;2005;79,816 KM;gasoline;dealer;automatic;Quezon City;Green;350000
toyota;rav-4;suv;2010;31,111 KM;gasoline;dealer;automatic;Quezon City;n/a;550000
toyota;land-cruiser-200;suv;2012;44,365 KM;diesel;dealer;automatic;Angeles;White;2980000
audi;q7;suv;2012;n/a;diesel;dealer;automatic;Pasig;n/a;2250000
mercedes-benz;c-class;sedan;1999;n/a;gasoline;dealer;automatic;Pasig;White;1200000
bmw;7-series-sedan;sedan;2014;n/a;gasoline;dealer;automatic;Pasig;Black;2050000
mercedes-benz;s-class;sedan;2007;n/a;gasoline;dealer;automatic;Pasig;Black;1550000
toyota;land-cruiser-200;suv;2009;37,000 KM;diesel;dealer;automatic;Pasig;White;2950000
ford;everest;suv;2013;1 KM;diesel;dealer;automatic;Pasig;Blue;628000
toyota;land-cruiser-200;suv;2011;1 KM;diesel;dealer;automatic;Mandaue;White;4200000
ford;expedition;suv;2003;1 KM;gasoline;dealer;automatic;Mandaue;White;1800000
toyota;fortuner-2015;suv;2008;1 KM;diesel;dealer;automatic;Mandaue;Silver / Grey;750000
chevrolet;tahoe;suv;2007;1 KM;gasoline;dealer;automatic;Mandaue;Black;900000
kia;picanto;hatchback;2014;24,000 KM;gasoline;dealer;automatic;Quezon City;Green;348000
toyota;hiace;van;2014;55,420 KM;diesel;dealer;automatic;Makati;n/a;1175000
toyota;camry-2015-2018;sedan;2013;68,610 KM;gasoline;dealer;automatic;Makati;n/a;610000
honda;cr-v;suv;2008;760,000 KM;gasoline;dealer;automatic;Manila;Black;368000
mitsubishi;montero-sport-2015;suv;2010;81,271 KM;diesel;dealer;automatic;Quezon City;Blue;638000
toyota;camry;sedan;2007;1 KM;gasoline;dealer;automatic;Quezon City;Black;358000
mini;cooper;hatchback;2013;13,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;1388000
porsche;cayman;suv;2004;30,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;1288000
bmw;7-series-sedan;sedan;2012;n/a;gasoline;dealer;automatic;Quezon City;Blue;2388000
chevrolet;suburban;suv;2008;n/a;gasoline;dealer;automatic;Quezon City;Black;1188000
mercedes-benz;cla-class;sedan;2014;n/a;gasoline;dealer;automatic;Quezon City;Black;2688000
chrysler;300c;sedan;2013;n/a;gasoline;dealer;automatic;Quezon City;Black;1298000
ford;everest;suv;2010;n/a;diesel;dealer;automatic;Quezon City;Black;578000
toyota;land-cruiser-prado;suv;1998;n/a;diesel;dealer;automatic;Quezon City;Green;1380000
audi;q7;suv;2010;30,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;1888000
audi;a4-sedan;sedan;2009;66,000 KM;diesel;dealer;automatic;Quezon City;Brown;618000
chevrolet;trailblazer;suv;2014;70,000 KM;diesel;dealer;automatic;Quezon City;White;698000
chrysler;town-a-country;van;2013;37,000 KM;gasoline;dealer;automatic;Quezon City;Black;548000
chrysler;town-a-country;van;2011;84,000 KM;diesel;dealer;automatic;Quezon City;White;698000
chrysler;town-a-country;van;2006;86,000 KM;gasoline;dealer;automatic;Quezon City;Brown;298000
ford;focus-2015;sedan;2013;58,000 KM;gasoline;dealer;automatic;Quezon City;White;445000
honda;accord;sedan;2014;48,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;798000
lexus;lx;suv;2009;39,000 KM;gasoline;dealer;automatic;Quezon City;White;2498000
land-rover;range-rover-sport;suv;2011;54,000 KM;diesel;dealer;automatic;Quezon City;Blue;2398000
lincoln;navigator;suv;2010;50,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;1598000
mercedes-benz;m-class;suv;2014;40,000 KM;diesel;dealer;automatic;Quezon City;White;2998000
mercedes-benz;s-class;sedan;2009;32,000 KM;gasoline;dealer;automatic;Quezon City;White;1798000
ford;escape;suv;2009;80,000 KM;gasoline;dealer;automatic;Las Pinas;Silver / Grey;330000
mitsubishi;montero-sport-2015;suv;2014;60,000 KM;diesel;dealer;automatic;Las Pinas;Brown;750000
ford;escape;suv;2013;40,000 KM;gasoline;dealer;automatic;Las Pinas;Black;380000
mitsubishi;strada;pickup-trucks;2007;1 KM;diesel;dealer;maunal;Talisay city;Silver / Grey;495000
toyota;innova-2009-2014;mpv;2012;34,000 KM;gasoline;dealer;n/a;Quezon City;Black;598000
ford;fiesta-sedan;sedan;2012;70,000 KM;gasoline;dealer;manual;Pasig;White;260000
nissan;frontier-navara;pickup-trucks;2013;65,000 KM;diesel;dealer;manual;Caloocan;Black;650000
nissan;urvan;van;2008;45,000 KM;diesel;dealer;manual;Quezon City;Brown;568000
ford;everest;suv;2009;38,000 KM;diesel;dealer;manual;Pasay;Black;498000
toyota;vios;sedan;2014;39,000 KM;gasoline;dealer;manual;Cebu City;Silver / Grey;430000
toyota;hilux-2015;pickup-trucks;2013;1 KM;diesel;dealer;manual;Cebu City;Silver / Grey;970000
ford;ranger;pickup-trucks;2014;29,000 KM;diesel;dealer;manual;Cebu City;White;745000
toyota;land-cruiser-200;suv;2000;96,000 KM;diesel;dealer;manual;Pasig;Black;1388000
hyundai;accent;sedan;2017;15,000 KM;diesel;dealer;manual;Quezon City;Black;438000
mitsubishi;adventure;mpv;2012;50,000 KM;diesel;dealer;manual;Bacoor;Silver / Grey;438000
nissan;frontier-navara;pickup-trucks;2014;42,284 KM;diesel;dealer;manual;Quezon City;n/a;738000
toyota;avanza;mpv;2017;20,000 KM;gasoline;dealer;manual;Quezon City;Silver / Grey;618000
mitsubishi;adventure;mpv;2012;60,000 KM;diesel;dealer;manual;Bacoor;Silver / Grey;498000
bmw;z3;suv;2003;100,000 KM;gasoline;dealer;manual;Bacoor;Blue;568000
toyota;innova;mpv;2013;57,654 KM;diesel;dealer;manual;Quezon City;n/a;680000
toyota;land-cruiser-200;suv;1997;1 KM;diesel;dealer;manual;Mandaue;Silver / Grey;1500000
hyundai;starex;van;2004;1 KM;diesel;dealer;manual;Mandaue;Silver / Grey;350000
isuzu;d-max;mpv;2014;51,340 KM;diesel;dealer;manual;Angeles;n/a;670000
toyota;hilux-2015;pickup-trucks;2014;40,000 KM;diesel;dealer;manual;Las Pinas;White;780000
hyundai;grand-starex;minivans;2012;n/a;diesel;dealer;manual;Quezon City;White;598000
honda;pilot;suv;2007;69,931 KM;gasoline;dealer;automatic;Quezon City;n/a;598000
hyundai;tucson;crossover;2012;83,762 KM;gasoline;dealer;automatic;Quezon City;n/a;458000
land-rover;range-rover;suv;2012;52,000 KM;diesel;dealer;automatic;Pasig;Black;3200000
chevrolet;sonic;hatchback;2013;60,121 KM;gasoline;dealer;automatic;Manila;n/a;358000
lexus;is;sedan;2014;19,000 KM;gasoline;dealer;automatic;Pasig;White;1680000
audi;r8;coupe;2012;15,000 KM;gasoline;dealer;automatic;Pasig;Silver / Grey;6000000
ford;fiesta;hatchback;2011;n/a;gasoline;dealer;automatic;Cebu City;Red;335000
toyota;hilux-2015;pickup-trucks;2005;1 KM;diesel;dealer;automatic;Cebu City;Silver / Grey;590000
hyundai;accent;sedan;2014;1 KM;gasoline;dealer;automatic;Talisay city;Red;335000
suzuki;vitara;suv;2014;29,718 KM;gasoline;dealer;automatic;Marikina;Silver / Grey;558000
kia;sportage-2015;suv;2013;n/a;diesel;dealer;automatic;Quezon City;Black;668000
honda;cr-v;suv;2013;n/a;gasoline;dealer;automatic;Quezon City;White;698000
kia;sorento-2010-2016;suv;2014;n/a;gasoline;dealer;automatic;Quezon City;Brown;628000
ford;everest;suv;2014;n/a;diesel;dealer;automatic;Quezon City;Black;728000
hyundai;santa-fe-2016-2018;suv;2009;n/a;diesel;dealer;automatic;Quezon City;Brown;548000
mitsubishi;pajero-2000-2011;suv;2004;1 KM;diesel;dealer;automatic;Pasig;Silver / Grey;599000
audi;r8;coupe;2009;29,000 KM;gasoline;dealer;automatic;Pasig;Black;5200000
mercedes-benz;clk230;coupe;2004;45,000 KM;gasoline;dealer;automatic;Pasig;Silver / Grey;798000
chrysler;300c;sedan;2012;84,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;998000
ford;everest;suv;2012;63,000 KM;diesel;dealer;automatic;Quezon City;n/a;588000
audi;rs5-coupe;coupe;2013;42,000 KM;gasoline;dealer;automatic;Quezon City;n/a;2980000
toyota;innova;mpv;2008;48,000 KM;gasoline;dealer;automatic;Makati;Silver / Grey;394000
lexus;ct;hatchback;2012;33,707 KM;gasoline;dealer;cvt;Rizal;Black;888000
nissan;xtrail;crossover;2012;50,000 KM;gasoline;dealer;cvt;Quezon City;Silver / Grey;488000
isuzu;crosswind;suv;2006;95,447 KM;diesel;dealer;maunal;Quezon City;Black;440000
toyota;corolla-altis-2015;sedan;2014;40,000 KM;gasoline;dealer;n/a;Las Pinas;Silver / Grey;570000
toyota;fj-cruiser-2007-2015;suv;2007;31,400 KM;gasoline;dealer;n/a;Angeles;Red;1050000
bmw;5-series-sedan-2010-2016;sedan;2014;38,000 KM;diesel;dealer;manual;Quezon City;Black;1498000
bmw;m3-2001-2006;coupe;1996;47,000 KM;gasoline;dealer;manual;Quezon City;Blue;1498000
mitsubishi;mirage-g4;sedan;2014;31,000 KM;gasoline;dealer;manual;Quezon City;n/a;288000
hyundai;accent;sedan;2015;n/a;gasoline;dealer;manual;Quezon City;n/a;315000
kia;soul;hatchback;2016;27,000 KM;diesel;dealer;manual;Caloocan;Black;515000
mitsubishi;montero-sport-2015;suv;2015;46,000 KM;diesel;dealer;manual;Caloocan;Black;695000
toyota;fortuner-2015;suv;2015;40,000 KM;diesel;dealer;manual;Caloocan;White;800000
mazda;2-hatchback;hatchback;2013;102,000 KM;gasoline;dealer;manual;Quezon City;Blue;270000
bmw;3-series-sedan;sedan;2012;58,000 KM;diesel;dealer;manual;Mandaluyong;Black;968000
bmw;z3;suv;2003;100,000 KM;gasoline;dealer;manual;Bacoor;Blue;568000
nissan;sentra;sedan;2013;40,000 KM;gasoline;dealer;automatic;Cavite City;Black;248000
hyundai;grand-starex;van;2014;1 KM;diesel;dealer;automatic;Pasig;Silver / Grey;1330000
subaru;impreza;hatchback;2011;72,000 KM;gasoline;dealer;automatic;Pasig;White;450000
jaguar;x-type;sedan;2002;55,000 KM;gasoline;dealer;automatic;Pasig;White;588000
mazda;cx-7;suv;2012;57,000 KM;gasoline;dealer;automatic;Manila;Beige;468000
jaguar;s-type;luxury-vehicles;2001;45,000 KM;gasoline;dealer;automatic;Muntinlupa;Black;395000
