brand;model;body;year;mileage;fuel;seller;transmission;city;color;price
toyota;hiace-2015-2018;van;2018;1,900 KM;diesel;dealer;manual;Quezon City;Black;1438000
toyota;yaris;hatchback;2016;37 KM;gasoline;dealer;automatic;Manila;Red;548000
toyota;vios;sedan;2018;14,000 KM;gasoline;dealer;automatic;Quezon City;Purple / Pink;568000
ford;everest;suv;2016;18,394 KM;diesel;dealer;automatic;Manila;Red;1700000
hyundai;santa-fe;suv;2016;18 KM;diesel;dealer;automatic;Manila;Black;1100000
toyota;innova;mpv;2015;22,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;760000
chevrolet;trailblazer-2015;suv;2016;35,000 KM;diesel;dealer;automatic;Manila;Brown;788000
toyota;vios;sedan;2019;1,500 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;638000
ford;everest;suv;2016;n/a;diesel;dealer;automatic;Manila;White;1058000
toyota;avanza-2015-2018;mpv;2016;18,400 KM;gasoline;dealer;automatic;Manila;Silver / Grey;588000
toyota;yaris;hatchback;2016;13,800 KM;gasoline;dealer;automatic;Manila;Silver / Grey;550000
hyundai;accent;sedan;2016;25,000 KM;gasoline;dealer;automatic;Quezon City;Red;458000
toyota;vios;sedan;2016;15,790 KM;gasoline;dealer;automatic;Manila;Black;450000
toyota;vios;sedan;2015;40,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;468000
chevrolet;trailblazer-2015;suv;2015;48,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;918000
chevrolet;trailblazer-2015;suv;2016;25,197 KM;diesel;dealer;automatic;Manila;Brown;988000
hyundai;grand-starex;van;2016;20,013 KM;diesel;dealer;automatic;Manila;Black;1198000
hyundai;accent;sedan;2015;26,811 KM;diesel;dealer;automatic;Manila;Silver / Grey;588000
chevrolet;trailblazer-2015;suv;2015;50,403 KM;diesel;dealer;automatic;Quezon City;Black;858000
hyundai;tucson;crossover;2016;28,396 KM;diesel;dealer;automatic;Pasig;Silver / Grey;898000
suzuki;apv;van;2016;8,341 KM;gasoline;dealer;automatic;Pasig;Black;598000
toyota;vios;sedan;2018;5,000 KM;gasoline;dealer;automatic;Quezon City;Black;568000
toyota;vios;sedan;2017;13,900 KM;gasoline;dealer;automatic;Quezon City;Purple / Pink;520000
toyota;innova;mpv;2016;18,000 KM;diesel;dealer;automatic;Quezon City;Black;1048000
toyota;vios;sedan;2018;1,800 KM;gasoline;dealer;automatic;Quezon City;Black;568000
toyota;fortuner-2015;suv;2015;51,000 KM;diesel;dealer;automatic;Quezon City;White;1118000
ford;everest;suv;2016;38,016 KM;diesel;dealer;automatic;Quezon City;Black;1058000
mazda;2-hatchback;hatchback;2016;57,000 KM;gasoline;dealer;automatic;Makati;Black;586000
ford;ranger-2016-2018;pickup-trucks;2015;61,000 KM;diesel;dealer;automatic;Quezon City;Orange;898000
subaru;forester-2015;suv;2015;31,000 KM;gasoline;dealer;automatic;Quezon City;Black;748000
chevrolet;trailblazer-2015;suv;2015;40,000 KM;diesel;dealer;automatic;Quezon City;Red;928000
toyota;innova-2015-2017;mpv;2016;10,000 KM;diesel;dealer;n/a;Quezon City;Silver / Grey;870000
toyota;wigo;hatchback;2018;1,900 KM;gasoline;dealer;n/a;Manila;Silver / Grey;435000
toyota;wigo;hatchback;2018;15,300 KM;gasoline;dealer;n/a;Quezon City;Orange;488000
ford;explorer;suv;2015;60,000 KM;gasoline;dealer;n/a;Cavite City;Black;1188000
hyundai;tucson;crossover;2016;41,000 KM;gasoline;dealer;maunal;Makati;Beige;831000
toyota;wigo;hatchback;2017;11,800 KM;gasoline;dealer;maunal;Quezon City;Silver / Grey;375000
toyota;wigo;hatchback;2016;25,677 KM;gasoline;dealer;n/a;Quezon City;Silver / Grey;345000
toyota;fortuner;suv;2018;11,000 KM;diesel;dealer;maunal;Quezon City;White;1225000
toyota;corolla-altis-2016-2018;sedan;2016;10,800 KM;gasoline;dealer;maunal;Manila;Silver / Grey;598000
honda;mobilio;mpv;2016;22,860 KM;gasoline;dealer;maunal;Rizal;Silver / Grey;628000
ford;ecosport-2013-2017;suv;2016;19,000 KM;gasoline;dealer;manual;Manila;Black;438000
hyundai;accent;sedan;2016;98,000 KM;gasoline;dealer;manual;Makati;Red;319500
mitsubishi;adventure;mpv;2015;33,000 KM;diesel;dealer;manual;Manila;Red;518000
toyota;innova;mpv;2019;3,500 KM;diesel;dealer;manual;Manila;White;1055000
toyota;hiace-2015-2018;van;2017;13,000 KM;diesel;dealer;manual;Manila;White;970000
mitsubishi;mirage-g4;sedan;2016;8,000 KM;gasoline;dealer;manual;Makati;White;265000
mitsubishi;mirage-g4;sedan;2016;n/a;gasoline;dealer;manual;Makati;White;243000
toyota;hiace-2015-2018;van;2016;241,000 KM;diesel;dealer;manual;Makati;White;772000
ford;ranger-2016-2018;pickup-trucks;2016;40,488 KM;diesel;dealer;manual;Rizal;Orange;1100000
toyota;vios;sedan;2016;16,108 KM;gasoline;dealer;manual;Rizal;Red;498000
mitsubishi;adventure;mpv;2015;33,000 KM;diesel;dealer;manual;Pasig;Blue;598000
toyota;hiace;van;2015;42,000 KM;diesel;dealer;manual;Pasig;Silver / Grey;1185000
hyundai;accent;sedan;2016;14,047 KM;diesel;dealer;manual;Quezon City;Silver / Grey;550000
mitsubishi;l300-2000-2010;mpv;2015;13,000 KM;diesel;dealer;manual;Quezon City;White;678000
toyota;fortuner;suv;2019;2,000 KM;diesel;dealer;automatic;Manila;Silver / Grey;1458000
toyota;vios;sedan;2016;15,000 KM;gasoline;dealer;automatic;Manila;Black;448000
kia;sportage-2015;suv;2016;20,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;848000
chevrolet;trailblazer-2015;suv;2015;28,000 KM;diesel;dealer;automatic;Manila;Red;778000
ford;ecosport-2013-2017;suv;2016;42,000 KM;gasoline;dealer;automatic;Makati;Black;548000
toyota;innova;mpv;2015;53,000 KM;diesel;dealer;automatic;Manila;Red;708000
ford;ecosport-2013-2017;suv;2015;30,000 KM;gasoline;dealer;automatic;Manila;White;508000
honda;mobilio;mpv;2015;48,000 KM;gasoline;dealer;automatic;Manila;Silver / Grey;548000
mitsubishi;montero-sport;suv;2016;17,000 KM;diesel;dealer;automatic;Quezon City;Brown;1298000
ford;explorer;suv;2016;30,519 KM;gasoline;dealer;automatic;Makati;n/a;1758000
ford;explorer;suv;2016;42,000 KM;gasoline;dealer;automatic;Makati;Black;1598000
toyota;fortuner;suv;2015;53,000 KM;gasoline;dealer;automatic;Quezon City;White;868000
honda;jazz;hatchback;2016;30,000 KM;gasoline;dealer;automatic;Manila;Silver / Grey;648000
hyundai;tucson;suv;2016;52,000 KM;gasoline;dealer;automatic;Makati;Black;614000
toyota;vios;sedan;2017;8,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;530000
ford;expedition;suv;2016;36,649 KM;gasoline;dealer;automatic;Quezon City;White;2590000
mitsubishi;montero-sport-2015;suv;2015;36,000 KM;diesel;dealer;automatic;Quezon City;White;998000
toyota;yaris;hatchback;2016;15,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;598000
toyota;vios;sedan;2018;5,000 KM;gasoline;dealer;automatic;Quezon City;Black;568000
honda;cr-v;suv;2015;33,000 KM;gasoline;dealer;automatic;Quezon City;White;828000
kia;rio-sedan;sedan;2016;51,000 KM;gasoline;dealer;automatic;Quezon City;Red;335000
mitsubishi;montero-sport;suv;2016;19,000 KM;diesel;dealer;automatic;Quezon City;Black;1558000
hyundai;tucson;crossover;2016;39,059 KM;diesel;dealer;automatic;Angeles;White;890000
toyota;vios-2017-2018;sedan;2018;3,800 KM;gasoline;dealer;cvt;Manila;Red;540000
nissan;altima-2015;sedan;2015;41,326 KM;gasoline;dealer;cvt;Quezon City;Black;858000
toyota;corolla-altis-2016-2018;sedan;2016;34,000 KM;gasoline;dealer;cvt;Manila;Silver / Grey;618000
ford;ranger-2016-2018;pickup-trucks;2016;33,168 KM;diesel;dealer;maunal;Quezon City;Blue;758000
ford;explorer;suv;2015;26,166 KM;gasoline;dealer;n/a;Quezon City;White;1418000
mazda;bt-50;pickup-trucks;2016;n/a;diesel;dealer;manual;Pasay;White;980000
isuzu;mu-x;mpv;2015;55,000 KM;diesel;dealer;manual;Quezon City;White;898000
mitsubishi;l300-2000-2010;mpv;2016;20,000 KM;diesel;dealer;manual;Quezon City;White;638000
toyota;vios;sedan;2016;15,500 KM;gasoline;dealer;manual;Manila;Orange;408000
toyota;avanza;mpv;2016;46,000 KM;gasoline;dealer;manual;Quezon City;Black;618000
mazda;3-sedan;sedan;2015;30,000 KM;gasoline;dealer;automatic;Cavite City;Red;688000
honda;mobilio;mpv;2016;1 KM;gasoline;dealer;automatic;Manila;White;585000
kia;grand-carnival;mpv;2015;51,504 KM;diesel;dealer;automatic;Pasig;Silver / Grey;1395000
subaru;forester-2015;suv;2016;47,000 KM;gasoline;dealer;automatic;Manila;Black;798000
subaru;forester-2015;suv;2016;47,000 KM;gasoline;dealer;automatic;Manila;Black;798000
nissan;patrol-royale;suv;2016;12,000 KM;gasoline;dealer;automatic;Pasig;White;3150000
porsche;boxster;roadster;2015;6,500 KM;gasoline;dealer;automatic;Pasig;Blue;4980000
ford;ecosport-2013-2017;suv;2016;40,000 KM;gasoline;dealer;automatic;Quezon City;White;618000
toyota;fortuner-2015;suv;2015;41,709 KM;diesel;dealer;automatic;Quezon City;n/a;988000
mitsubishi;montero-sport;suv;2016;19,000 KM;diesel;dealer;automatic;Quezon City;Black;1558000
toyota;hilux;pickup-trucks;2016;35,000 KM;diesel;dealer;automatic;Pasig;White;1880000
ford;ecosport-2013-2017;suv;2015;37,000 KM;gasoline;dealer;automatic;Makati;Blue;568000
ford;ecosport-2013-2017;suv;2015;n/a;gasoline;dealer;automatic;Manila;Blue;588000
honda;hr-v;suv;2015;25,494 KM;gasoline;dealer;automatic;Las Pinas;Silver / Grey;938000
honda;hr-v;suv;2015;n/a;gasoline;dealer;automatic;Las Pinas;Silver / Grey;938000
isuzu;mu-x;suv;2015;58,725 KM;diesel;dealer;automatic;Antipolo;Black;1050000
chevrolet;colorado;pickup-trucks;2016;51,440 KM;gasoline;dealer;maunal;Quezon City;Brown;710000
toyota;hilux;pickup-trucks;2016;1 KM;diesel;dealer;maunal;Rizal;Silver / Grey;868000
hyundai;tucson;crossover;2015;28,328 KM;gasoline;dealer;maunal;Rizal;White;598000
toyota;hilux;pickup-trucks;2016;1 KM;diesel;dealer;maunal;Cebu City;White;775000
isuzu;crosswind;suv;2015;53,866 KM;diesel;dealer;maunal;Makati;Black;720000
toyota;innova-2015-2017;mpv;2016;21,000 KM;diesel;dealer;n/a;Pasig;Silver / Grey;925000
toyota;wigo;hatchback;2015;12,000 KM;gasoline;dealer;maunal;Manila;Silver / Grey;335000
toyota;innova-2015-2017;mpv;2016;17,000 KM;diesel;dealer;n/a;Manila;Red;690000
mitsubishi;montero-sport-2015;suv;2015;n/a;diesel;dealer;manual;Manila;White;685000
toyota;vios;sedan;2015;1 KM;gasoline;dealer;manual;Manila;Brown;420000
toyota;innova;mpv;2016;26,058 KM;gasoline;dealer;manual;Makati;Silver / Grey;970000
toyota;hiace;van;2015;65,000 KM;diesel;dealer;manual;Quezon City;Silver / Grey;928000
isuzu;d-max;mpv;2016;n/a;diesel;dealer;manual;Manila;Blue;760000
honda;mobilio;mpv;2015;23,143 KM;gasoline;dealer;automatic;Las Pinas;Black;628000
toyota;hiace;van;2015;43,794 KM;diesel;dealer;automatic;Quezon City;n/a;1215000
honda;civic;sedan;2015;36,260 KM;gasoline;dealer;automatic;Manila;Red;588000
jaguar;xk;coupe;2015;2,000 KM;gasoline;dealer;automatic;Quezon City;Black;6750000
bmw;2-series-gran-tourer;mpv;2015;20,000 KM;gasoline;dealer;automatic;Quezon City;n/a;1423000
ford;expedition;suv;2015;22,000 KM;gasoline;dealer;automatic;Manila;White;2308000
kia;sportage-2015;suv;2015;1 KM;gasoline;dealer;automatic;Makati;Black;512000
mazda;3-sedan;sedan;2015;20,523 KM;gasoline;dealer;automatic;Pasig;Silver / Grey;568000
ford;explorer;suv;2016;30,000 KM;gasoline;dealer;automatic;Manila;White;1798000
porsche;panamera;sedan;2015;8,000 KM;gasoline;dealer;automatic;Quezon City;White;7380000
suzuki;vitara;suv;2015;40,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;628000
ford;ecosport-2013-2017;suv;2015;37,000 KM;gasoline;dealer;automatic;Manila;Blue;568000
toyota;hiace;van;2015;41,338 KM;diesel;dealer;automatic;Pasig;White;1415000
kia;picanto;hatchback;2016;46,237 KM;gasoline;dealer;automatic;Quezon City;n/a;325000
chevrolet;trailblazer-2015;suv;2015;85,684 KM;diesel;dealer;automatic;Quezon City;n/a;650000
hyundai;accent;sedan;2016;15,000 KM;diesel;dealer;automatic;Las Pinas;Red;548000
kia;grand-carnival;mpv;2016;32,737 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;1698000
mitsubishi;montero-sport;suv;2016;36,895 KM;diesel;dealer;automatic;Quezon City;n/a;1180000
toyota;vios;sedan;2015;43,167 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;448000
suzuki;jimny-2014-2018;suv;2016;40,000 KM;gasoline;dealer;automatic;Quezon City;Black;698000
toyota;fortuner;suv;2016;42,000 KM;diesel;dealer;automatic;Quezon City;White;1068000
toyota;fortuner;suv;2016;35,505 KM;diesel;dealer;automatic;Quezon City;White;1158000
toyota;hilux;pickup-trucks;2016;10,640 KM;diesel;dealer;automatic;Manila;Black;990000
ford;explorer;suv;2015;29,401 KM;gasoline;dealer;n/a;Manila;White;1498000
toyota;wigo;hatchback;2018;2,000 KM;gasoline;dealer;n/a;Quezon City;Silver / Grey;438000
foton;view-transvan;van;2016;15,146 KM;diesel;dealer;maunal;Makati;White;750000
honda;mobilio;mpv;2016;25,000 KM;gasoline;dealer;maunal;Quezon City;White;598000
hyundai;accent;sedan;2016;14,701 KM;gasoline;dealer;n/a;Marikina;White;3880000
hyundai;h-100;pickup-trucks;2015;n/a;diesel;dealer;manual;Angeles;White;680000
isuzu;d-max;mpv;2015;1 KM;diesel;dealer;manual;Manila;Red;720000
toyota;vios;sedan;2016;11,500 KM;gasoline;dealer;manual;Manila;Black;420000
toyota;vios;sedan;2016;11,500 KM;gasoline;dealer;manual;Manila;Black;425000
isuzu;mu-x;suv;2016;38,850 KM;diesel;dealer;automatic;Angeles;Black;1150000
honda;city;sedan;2016;30,000 KM;gasoline;dealer;cvt;Las Pinas;Black;540000
mitsubishi;mirage-g4-2015-2018;sedan;2015;20,000 KM;gasoline;dealer;cvt;Cavite City;Red;348000
mitsubishi;mirage-g4;sedan;2016;1 KM;gasoline;dealer;cvt;Quezon City;Red;550000
chevrolet;colorado;pickup-trucks;2016;30,000 KM;diesel;dealer;automatic;Pasig;Red;838000
toyota;vios;sedan;2016;6,200 KM;gasoline;dealer;automatic;Manila;Red;555000
mitsubishi;montero-sport;suv;2016;15,000 KM;diesel;dealer;automatic;Makati;Black;1289000
toyota;tundra;pickup-trucks;2016;3,000 KM;gasoline;dealer;automatic;Quezon City;White;4780000
mitsubishi;mirage-g4;sedan;2016;19,280 KM;gasoline;dealer;cvt;Pasig;Silver / Grey;458000
suzuki;celerio;hatchback;2016;38,000 KM;gasoline;dealer;maunal;Manila;Silver / Grey;395000
toyota;land-cruiser-prado;suv;2015;30,000 KM;diesel;dealer;automatic;Makati;Green;2750000
toyota;tundra;pickup-trucks;2016;4,000 KM;gasoline;dealer;automatic;Quezon City;White;4780000
toyota;vios;sedan;2018;11,800 KM;gasoline;dealer;manual;Quezon City;Green;538000
toyota;hiace-2015-2018;van;2016;18,000 KM;diesel;dealer;manual;Manila;White;920000
hyundai;accent;sedan;2016;389,000 KM;gasoline;dealer;manual;Makati;White;240000
nissan;altima-1993-1998;sedan;2015;16,000 KM;gasoline;dealer;manual;Makati;White;1044000
toyota;hiace-2015-2018;van;2017;15,000 KM;diesel;dealer;manual;Manila;White;940000
toyota;vios;sedan;2016;42,000 KM;gasoline;dealer;manual;Makati;Silver / Grey;316000
toyota;vios-2017-2018;sedan;2017;6,700 KM;gasoline;dealer;manual;Manila;Red;445000
hyundai;grand-starex;minivans;2015;48,468 KM;diesel;dealer;manual;Quezon City;Black;725000
mitsubishi;strada;pickup-trucks;2016;13,580 KM;diesel;dealer;manual;Quezon City;White;780000
toyota;vios;sedan;2016;29,402 KM;gasoline;dealer;manual;Quezon City;White;355000
mitsubishi;l300-2000-2010;mpv;2016;60,000 KM;diesel;dealer;manual;Quezon City;White;618000
toyota;fj-cruiser;suv;2016;39,261 KM;gasoline;dealer;automatic;Pasig;Red;1400000
toyota;innova;mpv;2016;n/a;diesel;dealer;automatic;Manila;Blue;888000
hyundai;santa-fe;suv;2016;n/a;diesel;dealer;automatic;Manila;White;1288000
toyota;hilux;pickup-trucks;2016;20,000 KM;diesel;dealer;automatic;Pasig;Red;945000
toyota;fortuner;suv;2016;60,000 KM;diesel;dealer;automatic;Angeles;White;1490000
chevrolet;colorado;pickup-trucks;2016;n/a;diesel;dealer;automatic;Manila;Brown;858000
ford;ecosport-2013-2017;suv;2016;3,511 KM;gasoline;dealer;automatic;Marikina;Silver / Grey;698000
chevrolet;colorado;pickup-trucks;2016;n/a;diesel;dealer;automatic;Manila;Brown;858000
mitsubishi;montero-sport;suv;2016;n/a;diesel;dealer;automatic;Manila;Black;1158000
toyota;hiace;van;2015;n/a;diesel;dealer;automatic;Quezon City;Black;1420000
kia;rio-sedan;sedan;2015;n/a;gasoline;dealer;automatic;Manila;Brown;398000
ford;everest;suv;2016;n/a;diesel;dealer;automatic;Manila;White;1088000
ford;everest;suv;2015;36,097 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;790000
isuzu;mu-x;mpv;2015;38,000 KM;diesel;dealer;automatic;Pasig;n/a;968000
chevrolet;trailblazer-2015;suv;2016;n/a;diesel;dealer;automatic;Manila;White;1028000
honda;civic;sedan;2016;22,604 KM;gasoline;dealer;automatic;Manila;Red;1128000
hyundai;tucson;suv;2015;n/a;diesel;dealer;automatic;Manila;Orange;798000
hyundai;tucson;crossover;2016;n/a;diesel;dealer;automatic;Manila;White;988000
chevrolet;trailblazer-2015;suv;2016;n/a;diesel;dealer;automatic;Manila;White;1198000
toyota;yaris;hatchback;2016;14,000 KM;gasoline;dealer;automatic;Manila;Silver / Grey;548000
hyundai;elantra;sedan;2016;n/a;gasoline;dealer;automatic;Manila;Black;658000
isuzu;mu-x;suv;2016;20,000 KM;diesel;dealer;automatic;Quezon City;White;1088000
ford;transit;van;2019;2,000 KM;diesel;dealer;automatic;Pasig;Black;6980000
toyota;innova;mpv;2016;49,000 KM;diesel;dealer;automatic;Quezon City;Blue;988000
ford;ranger-2016-2018;pickup-trucks;2015;49,000 KM;diesel;dealer;automatic;Quezon City;White;788000
suzuki;swift-2016;hatchback;2015;1 KM;gasoline;dealer;automatic;Manila;Red;390000
toyota;vios;sedan;2015;1 KM;gasoline;dealer;automatic;Manila;Silver / Grey;450000
kia;carens;muv;2015;1 KM;diesel;dealer;automatic;Antipolo;Silver / Grey;560000
ford;ecosport-2013-2017;suv;2016;71,000 KM;gasoline;dealer;automatic;Angeles;Blue;630000
toyota;vios;sedan;2019;1,900 KM;gasoline;dealer;automatic;Quezon City;Green;700000
toyota;innova;mpv;2016;18 KM;diesel;dealer;automatic;Pasig;White;1195000
hyundai;tucson;suv;2016;30,000 KM;gasoline;dealer;automatic;Quezon City;Black;838000
ford;escape;suv;2015;47 KM;gasoline;dealer;automatic;Manila;White;758000
kia;carens;muv;2015;n/a;diesel;dealer;automatic;Quezon City;White;670000
toyota;vios;sedan;2019;1,500 KM;gasoline;dealer;automatic;Quezon City;Blue;638000
ford;escape;suv;2015;18,000 KM;gasoline;dealer;automatic;Quezon City;Black;738000
isuzu;mu-x;suv;2016;26,493 KM;diesel;dealer;automatic;Rizal;n/a;1100000
nissan;juke;crossover;2017;25,000 KM;gasoline;dealer;cvt;Angeles;Red;725000
toyota;vios-2017-2018;sedan;2018;3,300 KM;gasoline;dealer;manual;Manila;Green;530000
toyota;vios;sedan;2017;8,800 KM;gasoline;dealer;manual;Quezon City;Purple / Pink;468000
toyota;hiace-2015-2018;van;2018;14,000 KM;diesel;dealer;manual;Quezon City;Silver / Grey;1080000
hyundai;eon;hatchback;2016;n/a;gasoline;dealer;manual;Manila;White;318000
toyota;hiace-2015-2018;van;2016;18,000 KM;diesel;dealer;manual;Manila;White;955000
hyundai;i20-cross-sport;crossover;2016;n/a;gasoline;dealer;manual;Manila;White;498000
mitsubishi;adventure;mpv;2016;n/a;diesel;dealer;manual;Manila;Silver / Grey;598000
mitsubishi;adventure;mpv;2016;39,000 KM;diesel;dealer;manual;Quezon City;Silver / Grey;588000
toyota;vios;sedan;2016;43,602 KM;gasoline;dealer;manual;Antipolo;Silver / Grey;530000
hyundai;eon;hatchback;2015;n/a;gasoline;dealer;manual;Manila;Silver / Grey;270000
chevrolet;spin;muv;2015;n/a;gasoline;dealer;manual;Manila;Red;420000
toyota;hiace-2015-2018;van;2019;13,800 KM;diesel;dealer;manual;Manila;White;1250000
toyota;vios-2017-2018;sedan;2017;15,800 KM;gasoline;dealer;manual;Manila;Brown;440000
toyota;fortuner;suv;2016;24,000 KM;gasoline;dealer;automatic;Quezon City;White;888000
honda;jazz;hatchback;2017;28,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;828000
honda;jazz;hatchback;2016;23,000 KM;gasoline;dealer;automatic;Manila;White;648000
ford;explorer;suv;2016;30 KM;gasoline;dealer;automatic;Manila;White;1798000
jaguar;xk;coupe;2015;2,453 KM;gasoline;dealer;automatic;Quezon City;Black;6600000
toyota;vios;sedan;2019;1,400 KM;gasoline;dealer;automatic;Quezon City;Blue;630000
toyota;vios;sedan;2017;13,900 KM;gasoline;dealer;automatic;Quezon City;Purple / Pink;530000
honda;jazz;hatchback;2016;23,000 KM;gasoline;dealer;automatic;Manila;White;648000
honda;city;sedan;2016;47,000 KM;gasoline;dealer;automatic;Manila;Black;588000
toyota;avanza-2015-2018;mpv;2018;9,500 KM;gasoline;dealer;automatic;Manila;Blue;655000
ford;ecosport-2013-2017;suv;2015;n/a;gasoline;dealer;automatic;Quezon City;White;530000
toyota;vios;sedan;2019;3,300 KM;gasoline;dealer;automatic;Quezon City;White;820000
toyota;fortuner;suv;2016;34,000 KM;diesel;dealer;automatic;Makati;White;1368000
toyota;vios;sedan;2019;1,500 KM;gasoline;dealer;automatic;Quezon City;Blue;628000
toyota;vios;sedan;2016;51,000 KM;gasoline;dealer;automatic;Makati;Black;437000
mitsubishi;montero-sport;suv;2016;24,129 KM;diesel;dealer;automatic;Quezon City;n/a;1188000
hyundai;elantra;sedan;2016;30,849 KM;gasoline;dealer;automatic;Quezon City;White;515000
ford;expedition;suv;2015;22,000 KM;gasoline;dealer;automatic;Manila;White;2308000
toyota;fortuner;suv;2016;27,070 KM;diesel;dealer;automatic;Manila;White;1138000
ford;everest;suv;2016;61,000 KM;diesel;dealer;automatic;Makati;Silver / Grey;1188000
ford;escape;suv;2015;1 KM;gasoline;dealer;automatic;Rizal;Black;668000
toyota;yaris;hatchback;2015;22,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;508000
mazda;3-sedan;sedan;2015;14,000 KM;gasoline;dealer;automatic;Makati;Silver / Grey;618000
toyota;vios;sedan;2016;29,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;518000
subaru;forester-2015;suv;2015;50,000 KM;gasoline;dealer;automatic;Manila;White;778000
toyota;vios;sedan;2016;12,800 KM;gasoline;dealer;automatic;Manila;Brown;495000
toyota;vios;sedan;2016;13,000 KM;gasoline;dealer;automatic;Quezon City;Red;518000
toyota;fj-cruiser;suv;2016;8,000 KM;gasoline;dealer;automatic;Quezon City;Red;1478000
chevrolet;trailblazer-2015;suv;2016;1 KM;diesel;dealer;automatic;Manila;Brown;788000
toyota;vios;sedan;2016;22,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;445000
toyota;fortuner-2015;suv;2015;47,000 KM;diesel;dealer;automatic;Manila;Black;948000
honda;civic;sedan;2016;24,000 KM;gasoline;dealer;automatic;Pasig;Black;858000
toyota;vios;sedan;2015;15,000 KM;gasoline;dealer;automatic;Manila;Silver / Grey;455000
toyota;innova-2015-2017;mpv;2016;12,000 KM;diesel;dealer;n/a;Manila;Silver / Grey;968000
toyota;innova-2015-2017;mpv;2016;12,000 KM;diesel;dealer;n/a;Manila;Silver / Grey;975000
toyota;wigo;hatchback;2016;8,800 KM;gasoline;dealer;n/a;Manila;Red;385000
ford;explorer;suv;2015;50,000 KM;gasoline;dealer;n/a;Cavite City;Black;998000
suzuki;alto-800;hatchback;2017;n/a;gasoline;dealer;maunal;Quezon City;White;220000
toyota;avanza-2015-2018;mpv;2017;10,800 KM;gasoline;dealer;maunal;Manila;Blue;560000
toyota;innova-2015-2017;mpv;2016;8,800 KM;gasoline;dealer;n/a;Manila;Brown;940000
toyota;innova-2015-2017;mpv;2016;15,000 KM;diesel;dealer;n/a;Manila;Silver / Grey;735000
toyota;avanza-2015-2018;mpv;2018;8,800 KM;gasoline;dealer;maunal;Quezon City;Black;650000
toyota;wigo;hatchback;2018;15,300 KM;gasoline;dealer;n/a;Quezon City;Orange;488000
hyundai;eon;hatchback;2016;28,000 KM;gasoline;dealer;manual;Quezon City;White;275000
toyota;innova;mpv;2019;2,600 KM;diesel;dealer;manual;Quezon City;White;1075000
mitsubishi;adventure;mpv;2015;47,448 KM;diesel;dealer;manual;Antipolo;Blue;568000
mitsubishi;adventure;mpv;2016;22,967 KM;diesel;dealer;manual;Marikina;White;548000
ford;ranger-2016-2018;pickup-trucks;2016;39,000 KM;diesel;dealer;manual;Pasig;Orange;1098000
chevrolet;spin;muv;2015;45,000 KM;gasoline;dealer;manual;Manila;Black;468000
hyundai;accent;sedan;2016;40,000 KM;gasoline;dealer;manual;Pasig;White;418000
toyota;vios;sedan;2016;22,000 KM;gasoline;dealer;manual;Quezon City;Red;350000
toyota;vios;sedan;2015;25,000 KM;gasoline;dealer;manual;Manila;Black;415000
mitsubishi;l300-2000-2010;mpv;2016;28,000 KM;diesel;dealer;manual;Quezon City;White;638000
mitsubishi;adventure;mpv;2016;34,000 KM;diesel;dealer;manual;Cebu City;White;595000
toyota;innova;mpv;2017;28,000 KM;diesel;dealer;manual;Manila;Red;845000
toyota;hiace-2015-2018;van;2018;5,000 KM;diesel;dealer;manual;Manila;White;1120000
toyota;vios-2017-2018;sedan;2017;8,800 KM;gasoline;dealer;manual;Manila;Brown;540000
toyota;innova;mpv;2019;4,000 KM;diesel;dealer;manual;Quezon City;Silver / Grey;988000
toyota;hiace-2015-2018;van;2018;12,000 KM;diesel;dealer;manual;Quezon City;Silver / Grey;1080000
ford;ecosport-2013-2017;suv;2016;68,213 KM;gasoline;dealer;manual;Rizal;n/a;498000
toyota;avanza;mpv;2018;9,520 KM;gasoline;dealer;manual;Quezon City;Blue;698000
toyota;vios;sedan;2016;35,380 KM;gasoline;dealer;manual;Antipolo;White;378000
toyota;vios;sedan;2018;11,800 KM;gasoline;dealer;manual;Quezon City;Silver / Grey;495000
toyota;vios;sedan;2017;10,800 KM;gasoline;dealer;manual;Quezon City;Silver / Grey;448000
toyota;vios;sedan;2018;24,000 KM;gasoline;dealer;manual;Quezon City;Silver / Grey;555000
toyota;hiace-2015-2018;van;2016;42,000 KM;diesel;dealer;manual;Makati;White;928000
toyota;innova;mpv;2016;28,136 KM;gasoline;dealer;manual;Quezon City;n/a;815000
toyota;avanza;mpv;2019;2,800 KM;gasoline;dealer;manual;Quezon City;Silver / Grey;568000
